-0.989000	0.033535
-0.978000	0.041874
-0.967000	0.048587
-0.956000	0.053842
-0.945000	0.057799
-0.934000	0.060608
-0.923000	0.062412
-0.912000	0.063346
-0.901000	0.063538
-0.890000	0.063108
-0.879000	0.062168
-0.868000	0.060826
-0.857000	0.059180
-0.846000	0.057324
-0.835000	0.055343
-0.824000	0.053318
-0.813000	0.051324
-0.802000	0.049429
-0.791000	0.047696
-0.780000	0.046184
-0.769000	0.044944
-0.758000	0.044025
-0.747000	0.043469
-0.736000	0.043315
-0.725000	0.043596
-0.714000	0.044341
-0.703000	0.045576
-0.692000	0.047323
-0.681000	0.049598
-0.670000	0.052416
-0.659000	0.055787
-0.648000	0.059719
-0.637000	0.064214
-0.626000	0.069276
-0.615000	0.074900
-0.604000	0.081084
-0.593000	0.087820
-0.582000	0.095097
-0.571000	0.102906
-0.560000	0.111231
-0.549000	0.120057
-0.538000	0.129365
-0.527000	0.139136
-0.516000	0.149350
-0.505000	0.159983
-0.494000	0.171011
-0.483000	0.182408
-0.472000	0.194149
-0.461000	0.206206
-0.450000	0.218550
-0.439000	0.231153
-0.428000	0.243983
-0.417000	0.257011
-0.406000	0.270206
-0.395000	0.283536
-0.384000	0.296969
-0.373000	0.310474
-0.362000	0.324017
-0.351000	0.337569
-0.340000	0.351095
-0.329000	0.364564
-0.318000	0.377945
-0.307000	0.391206
-0.296000	0.404315
-0.285000	0.417244
-0.274000	0.429960
-0.263000	0.442435
-0.252000	0.454640
-0.241000	0.466547
-0.230000	0.478127
-0.219000	0.489356
-0.208000	0.500206
-0.197000	0.510654
-0.186000	0.520675
-0.175000	0.530246
-0.164000	0.539346
-0.153000	0.547955
-0.142000	0.556053
-0.131000	0.563621
-0.120000	0.570642
-0.109000	0.577102
-0.098000	0.582985
-0.087000	0.588278
-0.076000	0.592969
-0.065000	0.597048
-0.054000	0.600506
-0.043000	0.603335
-0.032000	0.605529
-0.021000	0.607082
-0.010000	0.607992
0.001000	0.608257
0.012000	0.607875
0.023000	0.606848
0.034000	0.605177
0.045000	0.602868
0.056000	0.599924
0.067000	0.596353
0.078000	0.592161
0.089000	0.587360
0.100000	0.581959
0.111000	0.575970
0.122000	0.569407
0.133000	0.562285
0.144000	0.554619
0.155000	0.546427
0.166000	0.537728
0.177000	0.528540
0.188000	0.518885
0.199000	0.508785
0.210000	0.498263
0.221000	0.487342
0.232000	0.476047
0.243000	0.464405
0.254000	0.452442
0.265000	0.440186
0.276000	0.427665
0.287000	0.414908
0.298000	0.401944
0.309000	0.388805
0.320000	0.375520
0.331000	0.362121
0.342000	0.348639
0.353000	0.335106
0.364000	0.321553
0.375000	0.308014
0.386000	0.294520
0.397000	0.281104
0.408000	0.267796
0.419000	0.254629
0.430000	0.241635
0.441000	0.228844
0.452000	0.216286
0.463000	0.203992
0.474000	0.191990
0.485000	0.180310
0.496000	0.168977
0.507000	0.158019
0.518000	0.147461
0.529000	0.137326
0.540000	0.127637
0.551000	0.118415
0.562000	0.109680
0.573000	0.101447
0.584000	0.093734
0.595000	0.086554
0.606000	0.079918
0.617000	0.073836
0.628000	0.068313
0.639000	0.063355
0.650000	0.058962
0.661000	0.055133
0.672000	0.051863
0.683000	0.049144
0.694000	0.046966
0.705000	0.045314
0.716000	0.044170
0.727000	0.043511
0.738000	0.043312
0.749000	0.043542
0.760000	0.044166
0.771000	0.045147
0.782000	0.046440
0.793000	0.047996
0.804000	0.049763
0.815000	0.051681
0.826000	0.053686
0.837000	0.055708
0.848000	0.057673
0.859000	0.059498
0.870000	0.061096
0.881000	0.062372
0.892000	0.063227
0.903000	0.063553
0.914000	0.063235
0.925000	0.062152
0.936000	0.060176
0.947000	0.057169
0.958000	0.052988
0.969000	0.047480
0.980000	0.040484
0.991000	0.031831
